Symbol,Name,Book Value Per Share,Price / Book Value
SMMF,"Summit Financial Group, Inc.",28.96375,1.0596
CALB,California BanCorp,23.38131,1.058965
HOLO,MicroCloud Hologram Inc.,3.35321,1.058389
BTCS,"BTCS, Inc.",1.54056,1.058057
PCSB,PCSB Financial Corporation,18.07399,1.056214
TCBI,"Texas Capital Bancshares, Inc.",61.3732,1.053066
ONCT,"Oncternal Therapeutics, Inc.",10.19403,1.051988
GTIM,Good Times Restaurants Inc.,2.84548,1.050789
FULT,Fulton Financial Corporation,15.67301,1.050213
WNW,Meiwu Technology Company Limited,3.22043,1.049549
EGIO,"Edgio, Inc.",43.07624,1.049302
QSI,Quantum-Si Incorporated Class A,1.91591,1.04911
XOS,"Xos, Inc.",7.60747,1.048969
ALLO,"Allogene Therapeutics, Inc.",3.06481,1.047373
PETS,"PetMed Express, Inc.",4.57336,1.04737
BWB,"Bridgewater Bancshares, Inc.",12.93746,1.045027
FRAF,Franklin Financial Services Corporation,30.22856,1.043715
VIGL,"Vigil Neuroscience, Inc.",3.2396,1.043339
ABVC,"ABVC BioPharma, Inc.",1.11325,1.041994
FMBH,"First Mid Bancshares, Inc.",33.28994,1.041155
ARCC,Ares Capital Corporation,19.2457,1.040752
SMBC,"Southern Missouri Bancorp, Inc.",43.33742,1.038594
ADV,Advantage Solutions Inc Class A,3.4891,1.037517
MLGO,"MicroAlgo, Inc.",8.79326,1.037158
APRE,"Aprea Therapeutics, Inc.",4.53706,1.035913
SPTN,SpartanNash Company,22.1837,1.034543
EML,Eastern Company,21.30814,1.032469
HIFS,Hingham Institution for Savings,188.50351,1.031281
ONEW,OneWater Marine Inc Class A,24.86864,1.030213
AGNC,AGNC Investment Corp.,9.5391,1.028399
SNES,"SenesTech, Inc.",12.35597,1.027843
GLAD,Gladstone Capital Corporation,18.78673,1.026256
HTZ,Hertz Global Holdings Inc,10.13178,1.025486
BIRD,"Allbirds, Inc. Class A",1.19469,1.025371
OCSL,Oaktree Specialty Lending Corporation,19.62789,1.025072
MEKA,MELI Kaszek Pioneer Corp. Class A,9.73904,1.024742
COWN,Cowen Inc Class A,37.69077,1.024654
TRMK,Trustmark Corporation,27.21164,1.024562
NWBI,"Northwest Bancshares, Inc.",12.20448,1.022575
ICLK,iClick Interactive Asia Group Ltd. Sponsored ADR,3.74911,1.021576
NECB,NorthEast Community Bancorp Inc,17.40402,1.019305
CRWS,"Crown Crafts, Inc.",5.0046,1.019063
CATC,Cambridge Bancorp,68.13795,1.018522
AWRE,"Aware, Inc.",1.63185,1.01725
FDUS,Fidus Investment Corporation,19.36576,1.016743
ERAS,"Erasca, Inc.",2.09601,1.016217
EFSC,Enterprise Financial Services Corp,43.94053,1.016146
GOGL,Golden Ocean Group Ltd,9.62735,1.013778
VOR,"Vor Biopharma, Inc.",2.22008,1.013477
FCNCA,"First Citizens BancShares, Inc. Class A",1403.15664,1.01127
OCX,Oncocyte Corporation,2.47764,1.009025
HFFG,"HF Foods Group, Inc.",5.2935,1.008784
PFIS,Peoples Financial Services Corp.,48.34955,1.007248
SCHL,Scholastic Corporation,36.05382,1.006273
KE,"Kimball Electronics, Inc.",21.85182,1.005866
RDUS,"Radius Recycling, Inc. Class A",33.01032,1.005746
LFWD,ReWalk Robotics Ltd.,5.41623,1.005109
UPLD,"Upland Software, Inc.",4.22269,1.001731
FATE,"Fate Therapeutics, Inc.",3.73542,1.001226
RCKY,"Rocky Brands, Inc.",30.15927,1.000687
EVTV,Envirotech Vehicles Inc,1.36,1
PINC,"Premier, Inc. Class A",18.6831,0.9992988
AVTX,Avalo Therapeutics Inc,9.11012,0.9988891
RELL,"Richardson Electronics, Ltd.",11.20378,0.9987701
FNCB,"FNCB Bancorp, Inc.",6.80238,0.99818
FFBC,First Financial Bancorp.,23.83797,0.9963097
STBA,"S&T Bancorp, Inc.",33.56921,0.9955552
MVBF,MVB Financial Corp.,22.68187,0.994627
ZUMZ,Zumiez Inc.,17.80921,0.9938678
ACT,Enact Holdings Inc,29.07136,0.9937615
SKYW,"SkyWest, Inc",52.54197,0.9934915
MERC,Mercer International Inc.,9.55145,0.9925194
FRME,First Merchants Corporation,37.40212,0.9913877
DTST,Data Storage Corporation,2.90553,0.9912133
KFFB,Kentucky First Federal Bancorp,6.2709,0.990735
FIBK,"First Interstate BancSystem, Inc.",31.05108,0.9903037
SLDB,Solid Biosciences Inc.,6.20412,0.9896649
FRBA,First Bank,14.85494,0.9895698
PRLD,"Prelude Therapeutics, Inc.",4.31746,0.9890074
NMFC,New Mountain Finance Corporation,12.87018,0.9883311
IREN,Iris Energy Ltd.,4.71618,0.9880878
SFBC,"Sound Financial Bancorp, Inc.",39.48103,0.9878162
IVAC,"Intevac, Inc.",4.37631,0.987133
BSRR,Sierra Bancorp,22.85392,0.9867016
ATYR,"aTyr Pharma, Inc.",1.4325,0.9842932
NIU,Niu Technologies Sponsored ADR Class A,2.22551,0.9840441
MRBK,Meridian Corporation,14.13054,0.983685
COOP,"Mr. Cooper Group, Inc.",66.28483,0.9824269
QDEL,QuidelOrtho Corporation,75.05097,0.9819993
AZPN,"Aspen Technology, Inc.",202.56999,0.9805501
LUCY,"Innovative Eyewear, Inc.",8.60683,0.9803842
PPIH,Perma-Pipe International Holdings Inc,8.19658,0.9796769
CARE,"Carter Bankshares, Inc.",15.3005,0.9783994
GBDC,"Golub Capital BDC, Inc.",15.02333,0.9764813
OB,"Outbrain, Inc.",4.48582,0.9764101
TIG,"Trean Insurance Group, Inc.",6.15001,0.9756082
INDB,Independent Bank Corp.,67.53058,0.9745215
HLP,"Hongli Group, Inc.",1.72465,0.9741107
ADTN,"ADTRAN Holdings, Inc.",7.54788,0.9724585
AUBN,"Auburn National Bancorporation, Inc.",21.8991,0.9717295
TTNP,"Titan Pharmaceuticals, Inc.",8.49773,0.9708475
BGLC,BioNexus Gene Lab Corp,0.54664,0.9695595
TCPC,BlackRock TCP Capital Corp.,11.90296,0.9695067
PPBI,"Pacific Premier Bancorp, Inc.",30.07071,0.9680516
OFS,OFS Capital Corp.,12.09159,0.9676147
QUBT,Quantum Computing Inc.,0.94599,0.9652322
FSUN,FirstSun Capital Bancorp,35.14321,0.9646245
FUNC,First United Corporation,24.37888,0.9643593
CGEM,"Cullinan Therapeutics, Inc.",10.57581,0.9635196
ATAI,ATAI Life Sciences N.V.,1.46339,0.9635159
NCMI,"National CineMedia, Inc.",4.48692,0.9627985
MNSB,"MainStreet Bancshares, Inc.",25.8062,0.9613969
THFF,First Financial Corporation,44.7626,0.9612936
SFST,"Southern First Bancshares, Inc.",38.63252,0.9603308
NXPL,NextPlat Corp,1.71881,0.9599665
IMKTA,"Ingles Markets, Incorporated Class A",78.50043,0.9596125
DATS,"DatChat, Inc.",2.99541,0.9581326
DGICA,Donegal Group Inc. Class A,14.60577,0.9578406
CNET,ZW Data Action Technologies Inc,0.86807,0.9561441
HYPR,"Hyperfine, Inc. Class A",1.1739,0.9540847
SIEB,Siebert Financial Corp.,1.76145,0.9537597
HMNF,"HMN Financial, Inc.",24.1609,0.9519513
RPAY,Repay Holdings Corp. Class A,8.97686,0.9513349
GEG,"Great Elm Group, Inc.",2.16072,0.9487578
CRDF,"Cardiff Oncology, Inc.",1.56096,0.9481345
ELSE,"Electro-Sensors, Inc.",4.01252,0.9470358
CFB,"CrossFirst Bankshares, Inc.",14.35351,0.9461101
MDRR,"Medalist Diversified REIT, Inc.",11.10574,0.945457
LUMO,"Lumos Pharma, Inc.",3.36992,0.9436426
ENVB,"Enveric Biosciences, Inc.",1.37771,0.9435948
TSBK,"Timberland Bancorp, Inc.",28.75549,0.9424287
DCOM,"Dime Community Bancshares, Inc.",28.58269,0.9421787
WVVI,"Willamette Valley Vineyards, Inc.",5.6898,0.9415796
PRPL,"Purple Innovation, Inc.",1.09397,0.9415249
BPRN,"Princeton Bancorp, Inc.",38.13278,0.9414472
PLUG,Plug Power Inc.,4.78131,0.9411647
PCB,PCB Bancorp,19.61587,0.9395454
NXL,"Nexalin Technology, Inc.",0.4312,0.9387755
AAWW,"Atlas Air Worldwide Holdings, Inc.",107.377,0.9387485
FNWB,First Northwest Bancorp,16.99356,0.9380024
CHK,Chesapeake Energy Corporation,82.03231,0.9379231
HTBI,"HomeTrust Bancshares, Inc.",28.75085,0.9363201
GPRO,"GoPro, Inc. Class A",3.70819,0.9357665
EPIX,ESSA Pharma Inc,3.30214,0.9357568
RWAY,Runway Growth Finance Corp.,13.50484,0.9344798
HBCP,"Home Bancorp, Inc.",45.03939,0.9327391
HONE,HarborOne Bancorp Inc,12.85778,0.9317316
AVT,"Avnet, Inc.",55.31415,0.9308649
IOBT,"IO Biotech, Inc.",2.02125,0.9301175
VRA,"Vera Bradley, Inc.",8.43552,0.9294033
THRX,"Theseus Pharmaceuticals, Inc.",5.35996,0.9291114
TITN,Titan Machinery Inc.,28.78318,0.9286674
HOLI,Hollysys Automation Technologies Ltd.,18.94828,0.9283165
ZKIN,"ZK International Group Co., Ltd.",0.76019,0.9273997
ONB,Old National Bancorp,18.22077,0.9269641
WILC,G. Willi-Food International Ltd,11.05936,0.9250083
BOTJ,"Bank of the James Financial Group, Inc.",13.21473,0.9247257
SHBI,"Shore Bancshares, Inc.",15.41349,0.9245148
MHLD,"Maiden Holdings, Ltd.",2.47989,0.9234281
PTEN,"Patterson-UTI Energy, Inc.",11.70318,0.9228261
CCNE,CNB Financial Corporation,24.57175,0.9193484
POWW,AMMO Inc,2.99171,0.9192067
ADD,"Color Star Technology Co., Ltd. Class A",1.52655,0.9171007
ROOT,"Root, Inc. Class A",11.42759,0.9170787
SBT,"Sterling Bancorp, Inc.",6.29385,0.916768
CBAN,"Colony Bankcorp, Inc.",14.51448,0.9163263
TRST,TrustCo Bank Corp NY,33.91875,0.9154229
ADVM,"Adverum Biotechnologies, Inc.",8.22898,0.9148157
ACRV,"Acrivon Therapeutics, Inc.",5.38103,0.9143231
AGFS,"AgroFresh Solutions, Inc.",3.2397,0.9136648
SSP,E. W. Scripps Company Class A,8.7481,0.9133412
DNTH,"Dianthus Therapeutics, Inc.",11.39651,0.91256
NITO,"N2OFF, Inc.",2.19253,0.9121882
GOEV,Canoo Inc. Class A,6.49014,0.9114749
CMAX,"CareMax, Inc. Class A",16.40795,0.9108999
KHC,Kraft Heinz Company,40.66174,0.9094545
MNPR,Monopar Therapeutics Inc,1.87452,0.9074323
BOOM,DMC Global Inc.,20.74523,0.9071965
PGC,Peapack-Gladstone Financial Corporation,32.90257,0.9063122
NEOG,Neogen Corp,14.51493,0.9059637
VRME,"VerifyMe, Inc.",1.23776,0.9048604
WHF,"WhiteHorse Finance, Inc.",13.62865,0.9025105
HTBK,Heritage Commerce Corp,11.00467,0.9014355
CLSK,"Cleanspark, Inc.",4.22777,0.9011843
CLAR,Clarus Corporation,7.65734,0.9004433
BNGO,"Bionano Genomics, Inc.",2.1017,0.899272
ACNT,Ascent Industries Co.,10.64011,0.898487
HSON,"Hudson Global, Inc.",17.29747,0.8955067
BWFG,"Bankwell Financial Group, Inc.",33.71368,0.8951856
GLBZ,Glen Burnie Bancorp,6.70395,0.8949798
RGP,"Resources Connection, Inc.",12.47953,0.8942645
LIVE,Live Ventures Inc,31.64493,0.8939821
HOOK,HOOKIPA Pharma Inc.,9.08104,0.8919683
GIFI,"Gulf Island Fabrication, Inc.",4.85736,0.8914307
QRTEA,"Qurate Retail, Inc. Class A",0.98277,0.8908494
STCN,"Steel Connect, Inc.",10.97897,0.8907939
SNPO,Snap One Holdings Corp.,10.00549,0.8905111
GRWG,GrowGeneration Corp.,2.82018,0.8900141
ULBI,Ultralife Corporation,7.66674,0.8895567
BKCC,BlackRock Capital Investment Corporation,4.35058,0.8895366
XRX,Xerox Holdings Corporation,20.61002,0.8893732
NVOS,"Novo Integrated Sciences, Inc.",1.57468,0.8890695
FCAP,"First Capital, Inc.",31.40665,0.8883469
NWPX,Northwest Pipe Company,34.08515,0.8877766
GIII,"G-III Apparel Group, Ltd.",33.90177,0.8875643
SHCR,"Sharecare, Inc. Class A",1.21703,0.8874062
ARTW,"Art's-Way Manufacturing Co., Inc.",2.32237,0.8870249
TXMD,"TherapeuticsMD, Inc.",2.53963,0.8859558
NXU,"Nxu, Inc. Class A",2.59979,0.8846868
RMBI,"Richmond Mutual Bancorporation, Inc.",13.0106,0.8846633
TLPH,"Talphera, Inc.",0.83203,0.8833816
LCNB,LCNB Corp.,17.86175,0.8828922
PFC,Premier Financial Corp.,27.30585,0.8825948
PWOD,"Penns Woods Bancorp, Inc.",25.51021,0.8823918
CYN,Cyngn Inc.,16.41898,0.8812971
SJ,Scienjoy Holding Corporation Class A,3.94879,0.8812826
PRAA,"PRA Group, Inc.",29.73761,0.8810392
HTLF,"Heartland Financial USA, Inc.",42.69143,0.880973
VBFC,Village Bank and Trust Financial Corp.,45.25216,0.8808419
BNR,Burning Rock Biotech Ltd. Sponsored ADR,10.57646,0.8793112
RSLS,"ReShape Lifesciences, Inc.",0.28405,0.8790706
CGBD,"Carlyle Secured Lending, Inc",17.01833,0.8790522
HBNC,"Horizon Bancorp, Inc.",16.29731,0.878059
MTRX,Matrix Service Company,6.70987,0.8778114
BFRI,"Biofrontera, Inc.",3.15822,0.8770763
GROW,"U.S. Global Investors, Inc. Class A",3.48962,0.8768863
HFWA,Heritage Financial Corporation,24.44437,0.8750481
IBTX,"Independent Bank Group, Inc.",58.19964,0.8742322
TBRG,"TruBridge, Inc.",12.82686,0.8731677
MSBI,"Midland States Bancorp, Inc.",31.61302,0.8717927
CBFV,"CB Financial Services, Inc.",27.31377,0.8717215
ATER,Aterian Inc,4.79894,0.8714424
BCML,BayCom Corp.,27.08524,0.8709541
WATT,Energous Corp.,2.10152,0.8707983
GT,Goodyear Tire & Rubber Company,16.449,0.8705696
JXJT,JX Luxventure Limited,1.53297,0.8694234
CCAP,"Crescent Capital BDC, Inc.",20.03678,0.8674048
OCC,Optical Cable Corporation,3.13185,0.8656545
WAVE,Eco Wave Power Global AB Sponsored ADR,1.43264,0.865535
QNRX,Quoin Pharmaceuticals. Ltd Sponsored ADR,5.73737,0.8549213
WMPN,"William Penn Bancorp, Inc.",13.33501,0.8548925
CPIX,Cumberland Pharmaceuticals Inc.,2.09629,0.8547004
HSCS,"Heart Test Laboratories, Inc.",10.81428,0.8544258
LARK,"Landmark Bancorp, Inc.",23.16966,0.85435
SSBI,Summit State Bank,14.39808,0.8542806
LICN,Lichen China Ltd. Class A,2.31774,0.8542805
TSRI,"TSR, Inc.",7.55474,0.8537686
VNET,"VNET Group, Inc. Sponsored ADR",3.36163,0.8537525
OPBK,OP Bancorp,12.84136,0.8527134
PKBK,"Parke Bancorp, Inc.",23.74832,0.8526919
VIR,"Vir Biotechnology, Inc.",11.79864,0.8526406
WHLM,"Wilhelmina International, Inc.",4.82729,0.8524452
CREX,"Creative Realities, Inc.",2.76981,0.852044
LILAK,Liberty Latin America Ltd. Class C,8.61505,0.8519974
RLYB,Rallybio Corporation,2.80691,0.8514701
VLY,Valley National Bancorp,12.78624,0.8493506
EQRX,"EQRx, Inc.",2.90148,0.8478432
IFRX,InflaRx N.V.,1.92443,0.8470044
TSVT,"2seventy Bio, Inc.",5.04227,0.8468408
FBRX,Forte Biosciences Inc.,0.9719,0.8454574
SBFG,SB Financial Group Inc,18.3703,0.8445697
AFBI,"Affinity Bancshares, Inc.",18.93767,0.8432928
EBC,"Eastern Bankshares, Inc.",16.86168,0.8421462
UGRO,urban-gro Inc,1.66246,0.8421255
MCVT,"Mill City Ventures III, Ltd.",2.91144,0.8415423
OPK,"OPKO Health, Inc.",1.79652,0.8405139
PATI,"Patriot Transportation Holding, Inc.",9.73518,0.839738
ATSG,"Air Transport Services Group, Inc.",20.97918,0.8394036
FGF,Fundamental Global Inc.,1.90616,0.8393839
HAFC,Hanmi Financial Corporation,23.11235,0.8393781
SGRP,"SPAR Group, Inc.",1.20355,0.8391841
WSBF,"Waterstone Financial, Inc.",16.93624,0.8384387
MNY,MoneyHero Limited,2.05225,0.8381045
NICK,"Nicholas Financial, Inc.",8.07271,0.8373892
OPOF,Old Point Financial Corporation,21.4137,0.8373144
SLGC,"SomaLogic, Inc. Class A",2.99794,0.8372416
CBAT,"CBAK Energy Technology, Inc.",1.25473,0.8368334
OFIX,"Orthofix Medical, Inc.",16.11005,0.8367447
GHSI,"Guardion Health Sciences, Inc.",6.38786,0.8359607
TCBS,"Texas Community Bancshares, Inc.",16.90765,0.8348292
ABOS,"Acumen Pharmaceuticals, Inc.",4.6101,0.8329538
STBX,Starbox Group Holdings Ltd. Class A,1.24913,0.8325795
LQR,LQR House Inc.,3.02732,0.8324195
LBC,Luther Burbank Corporation,13.36386,0.8313466
NVVE,Nuvve Holding Corp.,0.14979,0.8311637
SLRC,SLR Investment Corp.,18.08534,0.8310599
BBLG,Bone Biologics Corp.,5.4402,0.8308518
SYBX,Synlogic Inc,4.6434,0.8291338
LENZ,"LENZ Therapeutics, Inc.",22.15324,0.8278699
NTRP,"NextTrip, Inc.",9.66722,0.8277457
VBTX,"Veritex Holdings, Inc.",28.18125,0.8257263
NKTR,Nektar Therapeutics,0.68442,0.8255165
NTCT,"NetScout Systems, Inc.",26.49795,0.8242147
BFIN,BankFinancial Corporation,12.45467,0.8237874
RUN,Sunrun Inc.,23.83965,0.8234181
LBAI,"Lakeland Bancorp, Inc.",17.98192,0.8224928
CFBK,CF Bankshares Inc,23.73731,0.8214915
WNEB,"Western New England Bancorp, Inc.",10.95727,0.8213724
BRTX,"BioRestorative Therapies, Inc.",2.12249,0.8197447
ESEA,Euroseas Ltd.,38.00437,0.8196426
GECC,Great Elm Capital Corp,12.98863,0.819563
SMSI,"Smith Micro Software, Inc.",8.06484,0.8193591
PSNL,"Personalis, Inc.",2.56417,0.8189785
PDLB,Ponce Financial Group Inc,11.91935,0.8188366
TURN,180 Degree Capital Corp,5.02175,0.8164485
SGA,"Saga Communications, Inc. Class A",27.27475,0.8161395
NCNA,NuCana plc Sponsored ADR,9.06122,0.8161153
USAP,"Universal Stainless & Alloy Products, Inc.",24.60908,0.815959
BRKL,"Brookline Bancorp, Inc.",13.37121,0.8159322
BNOX,Bionomics Ltd ADR,2.70415,0.8135644
CRKN,Crown ElectroKinetics Corp.,27.25084,0.8119016
LVTX,LAVA Therapeutics NV,1.94674,0.8116131
SCSC,"ScanSource, Inc.",36.439,0.8112187
BMRC,Bank of Marin Bancorp,27.17235,0.8103826
BVFL,"BV Financial, Inc.",17.49898,0.810333
LASE,Laser Photonics Corp.,1.45692,0.8099278
CLWT,Euro Tech Holdings Co. Ltd.,2.02566,0.8096127
TENX,"Tenax Therapeutics, Inc.",27.14926,0.8091565
ESGR,Enstar Group Limited,364.22417,0.8081562
FIP,FTAI Infrastructure Incorporation,4.81451,0.8079742
NTGR,"NETGEAR, Inc.",18.08144,0.8063517
BOSC,BOS Better Online Solutions Ltd,3.27748,0.8054969
MOFG,"MidWestOne Financial Group, Inc.",33.41199,0.8053995
DRIO,DarioHealth Corp.,2.13829,0.8043811
PVBC,Provident Bancorp Inc,12.55281,0.8022108
NFBK,"Northfield Bancorp, Inc.",15.70906,0.8008118
STSS,"Sharps Technology, Inc.",0.51945,0.8006545
PTMN,Portman Ridge Finance Corporation,22.75551,0.7993668
CNOB,"ConnectOne Bancorp, Inc.",28.70456,0.798131
ILAG,Intelligent Living Application Group Incorporation,0.90822,0.7977141
SLGL,Sol-Gel Technologies Ltd.,1.3872,0.7965688
VCSA,"Vacasa, Inc. Class A",10.29435,0.7965534
NISN,"NiSun International Enterprise Development Group Co., Ltd. Class A",5.02924,0.7953488
BSET,"Bassett Furniture Industries, Inc.",20.92112,0.7948905
NTWK,"NetSol Technologies, Inc.",2.97965,0.7920393
SRTS,"Sensus Healthcare, Inc.",2.98287,0.7911843
FLIC,First of Long Island Corporation,16.82736,0.7868139
GRCL,Gracell Biotechnologies Inc. Sponsored ADR Class A,2.92326,0.7867928
FRST,Primis Financial Corp.,16.09068,0.7867908
RBKB,"Rhinebeck Bancorp, Inc.",10.26723,0.7840479
PACW,PacWest Bancorp,29.30001,0.7832762
MYFW,"First Western Financial, Inc.",25.33487,0.7827157
SILC,Silicom Ltd.,23.14596,0.7819939
MVST,"Microvast Holdings, Inc.",1.79104,0.7816687
SWKH,SWK Holdings Corporation,22.4292,0.7815704
AMCX,AMC Networks Inc. Class A,24.05939,0.780984
SGLY,Singularity Future Technology Ltd.,6.3113,0.7801879
WAFD,"WaFd, Inc.",32.84719,0.7799754
WSBC,"WesBanco, Inc.",40.22771,0.7798107
SNT,Senstar Technologies Corporation,1.61677,0.7793316
BSBK,Bogota Financial Corp.,10.32991,0.7792904
SDOT,Sadot Group Inc.,0.51455,0.77835
CIVB,"Civista Bancshares, Inc.",23.7013,0.7780164
CRMT,"America's Car-Mart, Inc.",73.6003,0.7777142
ADTH,"AdTheorent Holding Company, Inc.",1.86709,0.7766096
RENB,Renovaro Inc.,0.73004,0.7761219
ALCO,"Alico, Inc.",32.19097,0.7753727
CXAI,CXApp Inc. Class A,1.66496,0.7747934
UVSP,Univest Financial Corporation,28.43643,0.7747105
TA,TravelCenters of America Inc.,57.80907,0.7746189
WAFU,Wah Fu Education Group Ltd.,2.51116,0.7725514
SASR,"Sandy Spring Bancorp, Inc.",35.35997,0.7703626
RFIL,"RF Industries, Ltd.",3.84426,0.7699791
AFCG,"AFC Gamma, Inc.",15.64459,0.7689559
AEMD,"Aethlon Medical, Inc.",2.19275,0.7661612
NAVI,Navient Corp,24.31626,0.7657428
FFNW,"First Financial Northwest, Inc.",17.61096,0.7654324
BRNS,Barinthus Biotherapeutics plc Sponsored ADR,4.82558,0.7646749
WLFC,Willis Lease Finance Corporation,64.09155,0.762659
SANW,S&W Seed Company,1.59976,0.7626144
OVBC,Ohio Valley Banc Corp.,30.17034,0.7623381
VLGEA,"Village Super Market, Inc. Class A",30.65316,0.7607698
WORX,SCWorx Corp.,7.81276,0.7602947
NBBK,"NB Bancorp, Inc.",17.74841,0.7578143
LSBK,"Lake Shore Bancorp, Inc.",15.45243,0.7578096
ADIL,"Adial Pharmaceuticals, Inc.",2.4549,0.7576683
GTEC,Greenland Technologies Holding Corporation,3.68385,0.7573598
SWIM,Latham Group Inc,3.47518,0.7567953
BLIN,"Bridgeline Digital, Inc.",1.10006,0.7552316
FLGT,"Fulgent Genetics, Inc.",38.31319,0.7545704
ZFOX,ZeroFox Holdings Inc,1.16552,0.7534834
LYEL,"Lyell Immunopharma, Inc.",2.57898,0.7522354
MRCC,Monroe Capital Corp.,9.40294,0.7513608
FISI,"Financial Institutions, Inc.",28.39569,0.7501138
WIMI,WiMi Hologram Cloud Inc. ADR Class B,1.08107,0.7492577
MLVF,"Malvern Bancorp, Inc.",19.18369,0.7490738
DLTH,"Duluth Holdings, Inc. Class B",6.54986,0.7481076
EBMT,"Eagle Bancorp Montana, Inc.",21.11483,0.7478156
AMAM,"Ambrx Biopharma, Inc.",3.05023,0.7442062
FTFT,Future FinTech Group Inc.,2.46614,0.7420503
MPB,"Mid Penn Bancorp, Inc.",32.72352,0.741974
NYMT,"New York Mortgage Trust, Inc.",11.51544,0.7407446
IAC,IAC Inc.,70.75178,0.7403347
TIVC,"Tivic Health Systems, Inc.",2.44187,0.73714
FNWD,Finward Bancorp,34.27606,0.736374
BRID,Bridgford Foods Corporation,14.27095,0.7357604
LSEA,Landsea Homes Corporation,17.87684,0.7350292
CNVS,Cineverse Corp. Class A,1.89272,0.7343928
CYCN,"Cyclerion Therapeutics,Inc.",4.56236,0.7342691
ASRT,"Assertio Holdings, Inc.",1.45775,0.7340079
CTHR,"Charles & Colvard, Ltd.",13.03072,0.7328835
FTEK,"Fuel Tech, Inc.",1.43616,0.7311163
GAIA,"Gaia, Inc. Class A",3.69369,0.7309763
SPRO,"Spero Therapeutics, Inc.",2.01688,0.7288485
LPCN,Lipocine Inc,3.83185,0.7281078
SLE,"Super League Enterprise, Inc.",2.09253,0.7263934
SFNC,Simmons First National Corporation Class A,27.37159,0.7248392
CPSS,"Consumer Portfolio Services, Inc.",12.97142,0.7223573
NSYS,Nortech Systems Incorporated,13.04303,0.7222248
JZXN,"Jiuzi Holdings, Inc.",1.04038,0.7208905
GRIN,Grindrod Shipping Holdings Ltd.,12.50255,0.720653
ALTO,"Alto Ingredients, Inc.",3.69275,0.7203304
LAND,Gladstone Land Corp.,20.07891,0.7196606
FCEL,"FuelCell Energy, Inc.",1.51537,0.7192963
UONE,Urban One Inc Class A,5.60724,0.7187136
ICCH,"ICC Holdings, Inc.",21.34567,0.716773
IKT,"Inhibikase Therapeutics, Inc.",1.77456,0.7156703
PBBK,"PB Bankshares, Inc.",17.53342,0.7152056
PBHC,"Pathfinder Bancorp, Inc.",19.59072,0.7151345
ATHA,"Athira Pharma, Inc.",3.41051,0.7125034
HOTH,"Hoth Therapeutics, Inc.",2.02738,0.7102763
FFIC,Flushing Financial Corporation,23.2052,0.7101856
ESSA,"ESSA Bancorp, Inc.",21.13656,0.7101439
FONR,Fonar Corporation,24.08161,0.7100854
CARA,Cara Therapeutics Inc,1.0478,0.7091048
HNVR,Hanover Bancorp Inc,25.51371,0.7090306
EGBN,"Eagle Bancorp, Inc.",42.58169,0.7078159
ECBK,"ECB Bancorp, Inc.",17.74692,0.7077284
VRM,"Vroom, Inc.",68.19179,0.70683
PMVP,"PMV Pharmaceuticals, Inc.",4.38692,0.7066461
SEVN,Seven Hills Realty Trust,18.31345,0.7065845
CZWI,"Citizens Community Bancorp, Inc.",16.60193,0.7053397
BRY,Berry Corporation,10.0172,0.7017929
KNTE,"Kinnate Biopharma, Inc.",3.38099,0.7009781
NWLI,"National Western Life Group, Inc. Class A",689.96329,0.7000662
KVHI,"KVH Industries, Inc.",7.51484,0.6999484
OST,"Ostin Technology Group Co., Ltd. Class A",0.99655,0.6974061
ELYM,"Eliem Therapeutics, Inc.",3.88452,0.6950666
SWAG,"Stran & Company, Inc",2.13388,0.6935723
RBB,RBB Bancorp,27.46967,0.6931281
UFCS,"United Fire Group, Inc.",29.03639,0.6929236
BCBP,"BCB Bancorp, Inc.",18.57838,0.6916642
KXIN,Kaixin Holdings,1.27455,0.6904398
SENEA,Seneca Foods Corporation Class A,82.5149,0.6895725
GRRR,"Gorilla Technology Group, Inc.",0.78568,0.6865391
AMPG,"AmpliTech Group, Inc.",2.74635,0.6845449
HOPE,"Hope Bancorp, Inc.",17.65837,0.6840948
EDTK,Skillful Craftsman Education Technology Ltd.,1.39154,0.6826969
ITOS,"iTeos Therapeutics, Inc.",16.05075,0.6822111
BHF,"Brighthouse Financial, Inc.",77.83841,0.67987
LRFC,Logan Ridge Finance Corporation,33.34021,0.6781601
CSIQ,Canadian Solar Inc.,38.68337,0.6780692
SILO,Silo Pharma Inc,2.12538,0.6775259
GLRE,"Greenlight Capital Re, Ltd. Class A",16.86899,0.6769819
UEIC,Universal Electronics Inc.,13.88426,0.6763054
MFIN,Medallion Financial Corp.,14.62649,0.6734357
APEI,"American Public Education, Inc.",14.33082,0.6733739
BTOG,Bit Origin Limited,3.03484,0.6733469
SHIP,Seanergy Maritime Holdings Corp.,11.63378,0.67304
PIRS,"Pieris Pharmaceuticals, Inc.",21.63683,0.6729267
CCEC,Capital Clean Energy Carriers Corp.,21.11312,0.6725675
PSEC,Prospect Capital Corporation,9.2385,0.6711046
CYTO,Altamira Therapeutics Ltd.,5.19282,0.6701561
FSFG,"First Savings Financial Group, Inc.",21.98607,0.6697513
HFBL,"Home Federal Bancorp, Inc. of Louisiana",16.79395,0.6695864
BLFY,Blue Foundry Bancorp,14.51003,0.6664355
ABIO,"ARCA biopharma, Inc.",2.5529,0.6659093
KINS,Kingstone Companies Incorporated,3.20167,0.6652778
